18.5823,-0.1006,1.917,-2.7314
17.6029,-0.4658,1.8647,-2.7586
16.5194,-0.8204,1.7964,-2.7953
15.5304,-1.0683,1.6857,-2.8314
14.4029,-1.392,1.6891,-2.8769
13.343,-1.6056,1.629,-2.9188
12.1324,-1.7882,1.5459,-2.9623
11.0082,-1.9127,1.4919,-3.0054
9.9825,-1.9991,1.4366,-3.0386
8.7695,-2.0188,1.3677,-3.0857
7.7279,-2.0494,1.2835,-3.1221
6.677,-2.0044,1.2583,3.1259
5.6152,-1.9119,1.1624,3.0808
4.5767,-1.7968,1.1319,3.0231
3.5939,-1.5726,1.0709,2.9482
2.5599,-1.3617,1.0073,2.8731
1.5352,-1.0525,0.9372,2.8042
0.5575,-0.6867,0.9008,2.7398
-0.5215,-0.1168,0.8273,2.6599
-1.5183,0.5154,0.7422,2.5855
-2.5668,1.1857,0.6468,2.5052
-3.371,1.8118,0.5814,2.438
-4.1252,2.4951,0.5011,2.3515
-4.7803,3.2998,0.4317,2.2519
-5.4865,4.2466,0.4,2.0881
-6.1627,5.2986,0.3772,1.879
-6.5431,6.3887,0.3161,1.7093
-6.5982,7.5075,0.2587,1.5341
-6.4658,8.7207,0.2392,1.3114
-6.1309,9.6912,0.1923,1.0789
-5.814,10.6621,0.1562,0.9107
-5.0999,11.5741,0.198,0.7595
-4.231,12.2941,0.2517,0.6083
-3.3027,12.8061,0.2601,0.499
-2.2996,13.3991,0.355,0.4342
-1.1437,13.8183,0.3851,0.4036
0.0466,14.2605,0.4603,0.389
1.026,14.6107,0.5404,0.3834
2.0331,14.9719,0.5994,0.3761
3.0959,15.3267,0.6673,0.3666
4.0581,15.6389,0.7038,0.3578
5.0816,15.96,0.7695,0.348
6.0861,16.2388,0.8362,0.3404
7.3077,16.6437,0.9008,0.3247
8.3065,16.9484,0.9994,0.3131
9.3468,17.2339,1.0939,0.297
10.4225,17.4959,1.1265,0.2782
11.4929,17.707,1.1745,0.2453
12.7278,17.9654,1.2696,0.1979
13.8239,18.2032,1.3624,0.1314
15.0089,18.2654,1.4164,0.0331
16.0333,18.2674,1.4964,-0.0638
17.0387,18.1363,1.5563,-0.1702
18.1804,17.8773,1.6658,-0.3199
19.2442,17.5957,1.7895,-0.4583
20.243,16.9884,1.8428,-0.5951
21.0586,16.3732,1.9174,-0.7163
21.8151,15.5929,1.9829,-0.825
22.4817,14.7813,2.0611,-0.9303
23.1269,13.8423,2.115,-1.0357
23.7013,12.8443,2.1792,-1.1312
24.0966,11.8622,2.2177,-1.2224
24.3302,10.7692,2.2253,-1.3174
24.4664,9.6994,2.1941,-1.4245
24.713,8.5143,2.2356,-1.551
24.67,7.3907,2.2119,-1.6701
24.4691,6.2895,2.2405,-1.7855
24.1418,5.2507,2.2695,-1.9052
23.6646,4.3326,2.236,-2.04
23.2215,3.3197,2.1929,-2.1711
22.5403,2.4461,2.156,-2.2797
21.8149,1.6579,2.133,-2.3845
20.8341,0.9279,2.0607,-2.5057
19.8934,0.2885,2.0179,-2.612
18.8238,-0.2946,1.9504,-2.6942
17.8086,-0.6758,1.8845,-2.7531
16.6883,-1.03,1.8115,-2.8021
15.6309,-1.3051,1.7324,-2.833
