actual,proposed
0.30000463128089905,0.20000000298023224
0.3015044629573822,0.20000000298023224
0.30300432443618774,0.20000000298023224
0.3045041859149933,0.20000000298023224
0.30600404739379883,0.20000000298023224
0.30750390887260437,0.20000000298023224
0.3090038001537323,0.20000000298023224
0.15238399803638458,0.19868436455726624
0.15276455879211426,0.1974164843559265
0.15529286861419678,0.19627858698368073
0.15776026248931885,0.19508610665798187
0.1601690798997879,0.19396325945854187
0.15519747138023376,0.19272153079509735
0.1531791090965271,0.1915556639432907
0.1467219442129135,0.19030438363552094
0.13588865101337433,0.189055398106575
0.12945690751075745,0.18784308433532715
0.11864502727985382,0.18642042577266693
0.10351292043924332,0.18500542640686035
0.0841178223490715,0.18342173099517822
0.06923216581344604,0.18178845942020416
0.05006934329867363,0.1802646964788437
0.026684356853365898,0.17840896546840668
0.003488851711153984,0.17640626430511475
0.0,0.17423203587532043
0.0,0.1719837337732315
0.0,0.16949883103370667
0.0,0.16686490178108215
0.0,0.1640894114971161
0.0,0.1611732542514801
0.0,0.1581193506717682
0.0,0.15512199699878693
0.0,0.15181973576545715
0.0,0.14862309396266937
0.0,0.14506451785564423
0.0,0.14142636954784393
0.0,0.1339392215013504
0.0,0.13003626465797424
0.0,0.12609301507472992
0.0,0.12229641526937485
0.0,0.11833187937736511
0.0,0.11440426111221313
0.0,0.11031574755907059
0.0,0.1062425896525383
0.0,0.10231858491897583
0.0,0.09836846590042114
0.0,0.09428881108760834
0.0,0.09022066742181778
0.0,0.08629333972930908
0.0,0.08237087726593018
0.0,0.07848907262086868
0.0,0.07469797879457474
0.0,0.07103879004716873
0.0,0.06753329187631607
0.0,0.06414250284433365
0.0,0.06086426228284836
0.0,0.05769255757331848
0.0,0.054655808955430984
0.0,0.05171731486916542
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.1277308166027069
0.0,0.12653550505638123
0.00997406430542469,0.12554368376731873
0.022319070994853973,0.12467788904905319
0.043141577392816544,0.12393053621053696
0.05925390496850014,0.12333618104457855
0.075090691447258,0.12289265543222427
0.09938178211450577,0.12256286293268204
0.11894083023071289,0.12257429212331772
0.1294858455657959,0.12257228791713715
0.15294551849365234,0.12263669818639755
0.1629919409751892,0.12291369587182999
0.17725719511508942,0.12322299927473068
0.19132819771766663,0.123658187687397
0.20085477828979492,0.12417031079530716
0.20590564608573914,0.12476642429828644
0.2109055519104004,0.12544435262680054
0.22021591663360596,0.12605129182338715
0.2207016497850418,0.1267600953578949
0.22556547820568085,0.12746518850326538
0.2260282337665558,0.12815026938915253
0.22215233743190765,0.12886367738246918
0.21835651993751526,0.12953400611877441
0.20591920614242554,0.13015691936016083
0.20239366590976715,0.13068686425685883
0.1858556866645813,0.13118521869182587
0.17391927540302277,0.13153617084026337
0.1577950268983841,0.13179321587085724
0.13753558695316315,0.13194036483764648
0.11754992604255676,0.13194380700588226
0.09782540798187256,0.13180117309093475
0.07399089634418488,0.13149309158325195
0.04609508067369461,0.13102082908153534
0.018543172627687454,0.13034485280513763
3.7017241993453354e-05,0.1294950395822525
0.0,0.12852902710437775
0.0,0.12721171975135803
0.0,0.1256626546382904
0.0,0.12385282665491104
0.0,0.12180296331644058
0.0,0.1196822002530098
0.0,0.11722822487354279
0.0,0.11459587514400482
0.0,0.11177445203065872
0.0,0.10875719040632248
0.0,0.10568641126155853
0.0,0.10230585187673569
0.0,0.09858257323503494
0.0,0.09482458978891373
0.0,0.09100308269262314
0.0,0.08706703037023544
0.0,0.07872296124696732
0.0,0.07465338706970215
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.1257270872592926
0.0,0.12342553585767746
0.0,0.1212591826915741
0.0,0.11920633912086487
0.0,0.11730698496103287
0.0,0.11558889597654343
0.0,0.11395657062530518
0.0,0.11249418556690216
0.0,0.11116036772727966
0.0,0.10999802500009537
0.0,0.10896787792444229
0.0,0.10808217525482178
0.0,0.1072898805141449
0.0,0.10658256709575653
0.0,0.10593867301940918
0.0,0.10540492832660675
0.004526791628450155,0.10495097935199738
0.014730039983987808,0.10459349304437637
0.024763567373156548,0.10430736839771271
0.030275912955403328,0.10411323606967926
0.031334370374679565,0.10395044088363647
0.036721475422382355,0.10381130874156952
0.037659935653209686,0.10373352468013763
0.03857304900884628,0.1036176010966301
0.04817967116832733,0.10355790704488754
0.05328323692083359,0.10352413356304169
0.06266822665929794,0.10365647077560425
0.05884190648794174,0.10371249169111252
0.050709523260593414,0.10379160195589066
0.03832881897687912,0.10380217432975769
0.030473140999674797,0.1037086546421051
0.027074240148067474,0.10355473309755325
0.019349420443177223,0.10339482128620148
0.01607506535947323,0.10317359864711761
0.012827565893530846,0.10293911397457123
0.013964492827653885,0.1026788204908371
0.006347143556922674,0.1024380624294281
0.0031744157895445824,0.10214612632989883
2.2924399672774598e-05,0.10182982683181763
0.0,0.10150515288114548
0.0,0.1011529266834259
0.0,0.10076821595430374
0.0,0.10034734010696411
0.0,0.09989463537931442
0.24316257238388062,0.09942859411239624
0.24158048629760742,0.20000000298023224
0.240006223320961,0.20000000298023224
0.238438680768013,0.19947810471057892
0.2412363886833191,0.19972847402095795
0.23962022364139557,0.19983989000320435
0.23801171779632568,0.20000000298023224
0.23641033470630646,0.19925640523433685
0.23481501638889313,0.19958056509494781
0.2332252711057663,0.19952228665351868
0.23164063692092896,0.19972693920135498
0.22570110857486725,0.1998085379600525
0.21546685695648193,0.19999706745147705
0.2053537666797638,0.1999274045228958
0.19535592198371887,0.1999121457338333
0.18110856413841248,0.19962304830551147
0.16702581942081451,0.19930694997310638
0.15309925377368927,0.19887013733386993
0.12132584303617477,0.19783136248588562
0.10352461785078049,0.1970084011554718
0.08154941350221634,0.1963006854057312
0.06416923552751541,0.195171520113945
0.03823497146368027,0.1940644532442093
0.012577012181282043,0.19305545091629028
0.0,0.1916120946407318
0.0,0.18977318704128265
0.0,0.18797720968723297
0.0,0.18597617745399475
0.0,0.18395906686782837
0.0,0.1817067265510559
0.0,0.17923100292682648
0.0,0.17664749920368195
0.0,0.17381028831005096
0.0,0.17084217071533203
0.0,0.16764922440052032
0.0,0.1642196923494339
0.0,0.1609693318605423
0.0,0.15758632123470306
0.0,0.15392735600471497
0.0,0.15023933351039886
0.0,0.1464880108833313
0.0,0.14269258081912994
0.0,0.13892605900764465
0.0,0.13502345979213715
0.0,0.1311398595571518
0.0,0.20000000298023224
0.0,0.20000000298023224
0.0,0.20000000298023224
0.0,0.20000000298023224
0.0,0.20000000298023224
0.0,0.20000000298023224
0.0,0.20000000298023224
0.0,0.20000000298023224
0.0,0.19972854852676392
0.0,0.1972261518239975
0.0,0.1945260912179947
0.0,0.1921275109052658
0.0,0.1898057609796524
0.0,0.18758624792099
0.0,0.18553683161735535
0.0,0.18359771370887756
0.0,0.18165434896945953
0.0,0.17976586520671844
0.0,0.1779981255531311
0.0,0.17626722157001495
0.0,0.1745636761188507
0.0,0.17293427884578705
0.0,0.17131711542606354
0.0,0.1696726679801941
0.0,0.1680452972650528
0.0,0.16646701097488403
0.0,0.1649346798658371
0.0,0.16343095898628235
0.0,0.1619604378938675
0.09990354627370834,0.16036292910575867
0.0964675024151802,0.20000000298023224
0.10171008110046387,0.20000000298023224
0.10679329186677933,0.20000000298023224
0.1073642298579216,0.20000000298023224
0.11220724880695343,0.20000000298023224
0.11254680156707764,0.20000000298023224
0.1171669065952301,0.20000000298023224
0.1172918826341629,0.20000000298023224
0.11734601855278015,0.20000000298023224
0.12169082462787628,0.20000000298023224
